,ts,temp,new_point
1071,2023-03-11T14:20:00+04:00 Dubai,24.417911529541016°C,42.48%
1072,2023-03-11T14:25:00+04:00 Dubai,24.417911529541016°C,42.48%
1073,2023-03-11T14:30:00+04:00 Dubai,24.417911529541016°C,42.48%
1074,2023-03-11T14:35:00+04:00 Dubai,24.417911529541016°C,42.48%
1075,2023-03-11T14:40:00+04:00 Dubai,24.417911529541016°C,42.48%
1076,2023-03-11T14:45:00+04:00 Dubai,24.417911529541016°C,42.48%
1077,2023-03-11T14:50:00+04:00 Dubai,24.417911529541016°C,42.48%
1078,2023-03-11T14:55:00+04:00 Dubai,24.417911529541016°C,42.48%
1079,2023-03-11T15:00:00+04:00 Dubai,24.417911529541016°C,42.48%
1080,2023-03-11T15:05:00+04:00 Dubai,24.417911529541016°C,42.48%
1081,2023-03-11T15:10:00+04:00 Dubai,24.417911529541016°C,42.48%
1082,2023-03-11T15:15:00+04:00 Dubai,24.417911529541016°C,42.48%
1083,2023-03-11T15:20:00+04:00 Dubai,24.417911529541016°C,41.32%
1084,2023-03-11T15:25:00+04:00 Dubai,24.417911529541016°C,40.16%
1085,2023-03-11T15:30:00+04:00 Dubai,24.417911529541016°C,40.44%
1086,2023-03-11T15:35:00+04:00 Dubai,24.417911529541016°C,40.44%
1087,2023-03-11T15:40:00+04:00 Dubai,24.417911529541016°C,40.44%
1088,2023-03-11T15:45:00+04:00 Dubai,24.417911529541016°C,40.44%
1089,2023-03-11T15:50:00+04:00 Dubai,24.417911529541016°C,40.44%
1090,2023-03-11T15:55:00+04:00 Dubai,24.417911529541016°C,40.44%
1091,2023-03-11T16:00:00+04:00 Dubai,24.417911529541016°C,40.44%
1092,2023-03-11T16:05:00+04:00 Dubai,24.417911529541016°C,40.44%
1093,2023-03-11T16:10:00+04:00 Dubai,24.417911529541016°C,40.44%
1094,2023-03-11T16:15:00+04:00 Dubai,24.417911529541016°C,40.44%
1095,2023-03-11T16:20:00+04:00 Dubai,24.417911529541016°C,40.44%
1096,2023-03-11T16:25:00+04:00 Dubai,24.417911529541016°C,40.44%
1097,2023-03-11T16:30:00+04:00 Dubai,24.417911529541016°C,40.44%
1098,2023-03-11T16:35:00+04:00 Dubai,24.417911529541016°C,40.44%
1099,2023-03-11T16:40:00+04:00 Dubai,24.417911529541016°C,40.44%
1100,2023-03-11T16:45:00+04:00 Dubai,24.417911529541016°C,40.44%
1101,2023-03-11T16:50:00+04:00 Dubai,24.417911529541016°C,40.44%
1102,2023-03-11T16:55:00+04:00 Dubai,24.417911529541016°C,40.44%
1103,2023-03-11T17:00:00+04:00 Dubai,24.417911529541016°C,40.44%
1104,2023-03-11T17:05:00+04:00 Dubai,24.417911529541016°C,40.44%
1105,2023-03-11T17:10:00+04:00 Dubai,24.417911529541016°C,40.44%
1106,2023-03-11T17:15:00+04:00 Dubai,24.417911529541016°C,40.44%
1107,2023-03-11T17:20:00+04:00 Dubai,24.417911529541016°C,40.44%
1108,2023-03-11T17:25:00+04:00 Dubai,24.417911529541016°C,40.44%
1109,2023-03-11T17:30:00+04:00 Dubai,24.417911529541016°C,40.44%
1110,2023-03-11T17:35:00+04:00 Dubai,24.417911529541016°C,40.44%
1111,2023-03-11T17:40:00+04:00 Dubai,24.26862144470215°C,39.39%
1112,2023-03-11T17:45:00+04:00 Dubai,24.26862144470215°C,37.27%
1113,2023-03-11T17:50:00+04:00 Dubai,24.26862144470215°C,35.18%
1114,2023-03-11T17:55:00+04:00 Dubai,24.26862144470215°C,36.20%
1115,2023-03-11T18:00:00+04:00 Dubai,24.12008285522461°C,36.20%
1116,2023-03-11T18:05:00+04:00 Dubai,24.12008285522461°C,36.20%
1117,2023-03-11T18:10:00+04:00 Dubai,24.12008285522461°C,36.20%
1118,2023-03-11T18:15:00+04:00 Dubai,24.12008285522461°C,36.20%
1119,2023-03-11T18:20:00+04:00 Dubai,24.12008285522461°C,36.20%
1120,2023-03-11T18:25:00+04:00 Dubai,24.12008285522461°C,36.20%
1121,2023-03-11T18:30:00+04:00 Dubai,24.12008285522461°C,36.20%
1122,2023-03-11T18:35:00+04:00 Dubai,24.12008285522461°C,36.20%
1123,2023-03-11T18:40:00+04:00 Dubai,24.12008285522461°C,36.20%
1124,2023-03-11T18:45:00+04:00 Dubai,24.12008285522461°C,36.20%
1125,2023-03-11T18:50:00+04:00 Dubai,23.970556259155273°C,36.20%
1126,2023-03-11T18:55:00+04:00 Dubai,23.970556259155273°C,36.20%
1127,2023-03-11T19:00:00+04:00 Dubai,23.970556259155273°C,36.20%
1128,2023-03-11T19:05:00+04:00 Dubai,23.970556259155273°C,36.20%
1129,2023-03-11T19:10:00+04:00 Dubai,23.970556259155273°C,36.20%
1130,2023-03-11T19:15:00+04:00 Dubai,23.970556259155273°C,36.20%
1131,2023-03-11T19:20:00+04:00 Dubai,23.970556259155273°C,36.20%
1132,2023-03-11T19:25:00+04:00 Dubai,23.970556259155273°C,36.20%
1133,2023-03-11T19:30:00+04:00 Dubai,23.970556259155273°C,36.20%
1134,2023-03-11T19:35:00+04:00 Dubai,23.970556259155273°C,36.20%
1135,2023-03-11T19:40:00+04:00 Dubai,23.970556259155273°C,36.20%
1136,2023-03-11T19:45:00+04:00 Dubai,23.970556259155273°C,36.20%
1137,2023-03-11T19:50:00+04:00 Dubai,23.970556259155273°C,36.20%
1138,2023-03-11T19:55:00+04:00 Dubai,23.970556259155273°C,36.20%
1139,2023-03-11T20:00:00+04:00 Dubai,23.970556259155273°C,36.20%
1140,2023-03-11T20:05:00+04:00 Dubai,23.970556259155273°C,36.20%
1141,2023-03-11T20:10:00+04:00 Dubai,23.970556259155273°C,36.20%
1142,2023-03-11T20:15:00+04:00 Dubai,23.970556259155273°C,36.20%
1143,2023-03-11T20:20:00+04:00 Dubai,23.970556259155273°C,36.20%
1144,2023-03-11T20:25:00+04:00 Dubai,23.970556259155273°C,36.20%
1145,2023-03-11T20:30:00+04:00 Dubai,23.970556259155273°C,36.20%
1146,2023-03-11T20:35:00+04:00 Dubai,23.970556259155273°C,36.20%
1147,2023-03-11T20:40:00+04:00 Dubai,23.970556259155273°C,36.20%
1148,2023-03-11T20:45:00+04:00 Dubai,23.970556259155273°C,36.20%
1149,2023-03-11T20:50:00+04:00 Dubai,23.970556259155273°C,36.20%
1150,2023-03-11T20:55:00+04:00 Dubai,23.970556259155273°C,36.20%
1151,2023-03-11T21:00:00+04:00 Dubai,23.970556259155273°C,36.20%
1152,2023-03-11T21:05:00+04:00 Dubai,23.970556259155273°C,36.20%
1153,2023-03-11T21:10:00+04:00 Dubai,23.970556259155273°C,36.20%
1154,2023-03-11T21:15:00+04:00 Dubai,23.970556259155273°C,36.20%
1155,2023-03-11T21:20:00+04:00 Dubai,23.970556259155273°C,36.20%
1156,2023-03-11T21:25:00+04:00 Dubai,23.970556259155273°C,36.20%
1157,2023-03-11T21:30:00+04:00 Dubai,23.970556259155273°C,36.20%
1158,2023-03-11T21:35:00+04:00 Dubai,23.970556259155273°C,36.20%
1159,2023-03-11T21:40:00+04:00 Dubai,23.970556259155273°C,36.20%
1160,2023-03-11T21:45:00+04:00 Dubai,23.970556259155273°C,36.20%
1161,2023-03-11T21:50:00+04:00 Dubai,23.970556259155273°C,36.20%
1162,2023-03-11T21:55:00+04:00 Dubai,23.970556259155273°C,36.20%
1163,2023-03-11T22:00:00+04:00 Dubai,23.970556259155273°C,36.20%
1164,2023-03-11T22:05:00+04:00 Dubai,23.970556259155273°C,36.20%
1165,2023-03-11T22:10:00+04:00 Dubai,23.970556259155273°C,36.20%
1166,2023-03-11T22:15:00+04:00 Dubai,23.970556259155273°C,36.20%
1167,2023-03-11T22:20:00+04:00 Dubai,23.970556259155273°C,36.20%
1168,2023-03-11T22:25:00+04:00 Dubai,23.970556259155273°C,36.20%
1169,2023-03-11T22:30:00+04:00 Dubai,23.970556259155273°C,36.20%
1170,2023-03-11T22:35:00+04:00 Dubai,23.970556259155273°C,36.20%
1171,2023-03-11T22:40:00+04:00 Dubai,23.970556259155273°C,35.07%
1172,2023-03-11T22:45:00+04:00 Dubai,23.970556259155273°C,35.07%
1173,2023-03-11T22:50:00+04:00 Dubai,23.970556259155273°C,35.07%
1174,2023-03-11T22:55:00+04:00 Dubai,23.970556259155273°C,35.07%
1175,2023-03-11T23:00:00+04:00 Dubai,23.970556259155273°C,35.07%
1176,2023-03-11T23:05:00+04:00 Dubai,23.970556259155273°C,35.07%
1177,2023-03-11T23:10:00+04:00 Dubai,23.970556259155273°C,33.91%
1178,2023-03-11T23:15:00+04:00 Dubai,23.970556259155273°C,33.91%
1179,2023-03-11T23:20:00+04:00 Dubai,23.970556259155273°C,32.87%
1180,2023-03-11T23:25:00+04:00 Dubai,23.970556259155273°C,32.87%
1181,2023-03-11T23:30:00+04:00 Dubai,23.970556259155273°C,32.87%
1182,2023-03-11T23:35:00+04:00 Dubai,23.970556259155273°C,31.80%
1183,2023-03-11T23:40:00+04:00 Dubai,23.970556259155273°C,31.80%
1184,2023-03-11T23:45:00+04:00 Dubai,23.970556259155273°C,31.80%
1185,2023-03-11T23:50:00+04:00 Dubai,23.970556259155273°C,30.77%
1186,2023-03-11T23:55:00+04:00 Dubai,23.970556259155273°C,30.77%
1187,2023-03-12T00:00:00+04:00 Dubai,23.970556259155273°C,0%
1188,2023-03-12T00:05:00+04:00 Dubai,23.970556259155273°C,7.24%
1189,2023-03-12T00:10:00+04:00 Dubai,23.970556259155273°C,22.10%
1190,2023-03-12T00:15:00+04:00 Dubai,23.970556259155273°C,23.52%
1191,2023-03-12T00:20:00+04:00 Dubai,23.970556259155273°C,26.42%
1192,2023-03-12T00:25:00+04:00 Dubai,23.970556259155273°C,29.63%
1193,2023-03-12T00:30:00+04:00 Dubai,24.119338989257812°C,30.90%
1194,2023-03-12T00:35:00+04:00 Dubai,24.119338989257812°C,31.96%
1195,2023-03-12T00:40:00+04:00 Dubai,24.119338989257812°C,31.96%
1196,2023-03-12T00:45:00+04:00 Dubai,24.119338989257812°C,33.18%
1197,2023-03-12T00:50:00+04:00 Dubai,24.119338989257812°C,35.32%
1198,2023-03-12T00:55:00+04:00 Dubai,24.119338989257812°C,33.51%
1199,2023-03-12T01:00:00+04:00 Dubai,24.119338989257812°C,33.51%
