ds,y,temp
09/03/2023 14:15,24.56757545,
09/03/2023 14:20,24.56757545,
09/03/2023 14:25,24.56757545,
09/03/2023 14:30,24.56757545,
09/03/2023 14:35,24.56757545,
09/03/2023 14:40,24.56757545,
09/03/2023 14:45,24.56757545,
09/03/2023 14:50,24.56757545,
09/03/2023 14:55,24.56757545,
09/03/2023 15:00,24.56757545,
09/03/2023 15:05,24.56757545,
09/03/2023 15:10,24.56757545,
09/03/2023 15:15,24.56757545,
09/03/2023 15:20,24.56757545,
09/03/2023 15:25,24.56757545,
09/03/2023 15:30,24.56757545,
09/03/2023 15:35,24.56757545,
09/03/2023 15:40,24.56757545,
09/03/2023 15:45,24.56757545,
09/03/2023 15:50,24.56757545,
09/03/2023 15:55,24.56757545,
09/03/2023 16:00,24.56757545,
09/03/2023 16:05,24.56757545,
09/03/2023 16:10,24.56757545,
09/03/2023 16:15,24.56757545,
09/03/2023 16:20,24.56757545,
09/03/2023 16:25,24.56757545,
09/03/2023 16:30,24.56757545,
09/03/2023 16:35,24.56757545,
09/03/2023 16:40,24.56757545,
09/03/2023 16:45,24.56757545,
09/03/2023 16:50,24.56757545,
09/03/2023 16:55,24.56757545,
09/03/2023 17:00,24.56757545,
09/03/2023 17:05,24.56757545,
09/03/2023 17:10,24.56757545,
09/03/2023 17:15,24.41855431,
09/03/2023 17:20,24.41855431,
09/03/2023 17:25,24.41855431,
09/03/2023 17:30,24.41855431,
09/03/2023 17:35,24.26969528,
09/03/2023 17:40,24.26969528,
09/03/2023 17:45,24.26969528,
09/03/2023 17:50,24.26969528,
09/03/2023 17:55,24.26969528,
09/03/2023 18:00,24.26969528,
09/03/2023 18:05,24.26969528,
09/03/2023 18:10,24.26969528,
09/03/2023 18:15,24.26969528,
09/03/2023 18:20,24.11994171,
09/03/2023 18:25,24.11994171,
09/03/2023 18:30,24.11994171,
09/03/2023 18:35,24.11994171,
09/03/2023 18:40,24.11994171,
09/03/2023 18:45,24.11994171,
09/03/2023 18:50,24.11994171,
09/03/2023 18:55,24.11994171,
09/03/2023 19:00,24.11994171,
09/03/2023 19:05,24.11994171,
09/03/2023 19:10,24.11994171,
09/03/2023 19:15,24.11994171,
09/03/2023 19:20,24.11994171,
09/03/2023 19:25,24.11994171,
09/03/2023 19:30,24.11994171,
09/03/2023 19:35,24.11994171,
09/03/2023 19:40,24.11994171,
09/03/2023 19:45,24.11994171,
09/03/2023 19:50,24.11994171,
09/03/2023 19:55,24.11994171,
09/03/2023 20:00,24.11994171,
09/03/2023 20:05,24.11994171,
09/03/2023 20:10,24.11994171,
09/03/2023 20:15,24.11994171,
09/03/2023 20:20,24.11994171,
09/03/2023 20:25,24.11994171,
09/03/2023 20:30,24.11994171,
09/03/2023 20:35,24.11994171,
09/03/2023 20:40,24.11994171,
09/03/2023 20:45,24.11994171,
09/03/2023 20:50,24.11994171,
09/03/2023 20:55,24.11994171,
09/03/2023 21:00,24.11994171,
09/03/2023 21:05,24.11994171,
09/03/2023 21:10,24.11994171,
09/03/2023 21:15,24.11994171,
09/03/2023 21:20,24.11994171,
09/03/2023 21:25,24.11994171,
09/03/2023 21:30,24.11994171,
09/03/2023 21:35,24.11994171,
09/03/2023 21:40,24.11994171,
09/03/2023 21:45,24.11994171,
09/03/2023 21:50,24.11994171,
09/03/2023 21:55,24.11994171,
09/03/2023 22:00,24.11994171,
09/03/2023 22:05,24.11994171,
09/03/2023 22:10,24.11994171,
09/03/2023 22:15,24.11994171,
09/03/2023 22:20,24.11994171,
09/03/2023 22:25,24.11994171,
09/03/2023 22:30,24.11994171,
09/03/2023 22:35,24.11994171,
09/03/2023 22:40,24.11994171,
09/03/2023 22:45,24.11994171,
09/03/2023 22:50,24.11994171,
09/03/2023 22:55,24.11994171,
09/03/2023 23:00,24.11994171,
09/03/2023 23:05,24.11994171,
09/03/2023 23:10,24.11994171,
09/03/2023 23:15,24.11994171,
09/03/2023 23:20,24.11994171,
09/03/2023 23:25,24.11994171,
09/03/2023 23:30,24.11994171,
09/03/2023 23:35,24.11994171,
09/03/2023 23:40,24.11994171,
09/03/2023 23:45,24.11994171,
09/03/2023 23:50,24.11994171,
09/03/2023 23:55,24.11994171,
10/03/2023 0:00,24.11994171,
10/03/2023 0:05,24.11994171,
10/03/2023 0:10,24.11994171,
10/03/2023 0:15,24.27021217,
10/03/2023 0:20,24.27021217,
10/03/2023 0:25,24.27021217,
10/03/2023 0:30,24.27021217,
10/03/2023 0:35,24.27021217,
10/03/2023 0:40,24.27021217,
10/03/2023 0:45,24.27021217,
10/03/2023 0:50,24.27021217,
10/03/2023 0:55,24.27021217,
10/03/2023 1:00,24.27021217,
10/03/2023 1:05,24.27021217,
10/03/2023 1:10,24.27021217,
10/03/2023 1:15,24.27021217,
10/03/2023 1:20,24.27021217,
10/03/2023 1:25,24.27021217,
10/03/2023 1:30,24.27021217,
10/03/2023 1:35,24.27021217,
10/03/2023 1:40,24.27021217,
10/03/2023 1:45,24.27021217,
10/03/2023 1:50,24.27021217,
10/03/2023 1:55,24.27021217,
10/03/2023 2:00,24.27021217,
10/03/2023 2:05,24.27021217,
10/03/2023 2:10,24.27021217,
10/03/2023 2:15,24.27021217,
10/03/2023 2:20,24.27021217,
10/03/2023 2:25,24.27021217,
10/03/2023 2:30,24.27021217,
10/03/2023 2:35,24.27021217,
10/03/2023 2:40,24.27021217,
10/03/2023 2:45,24.27021217,
10/03/2023 2:50,24.27021217,
10/03/2023 2:55,24.12163353,
10/03/2023 3:00,24.12163353,
10/03/2023 3:05,24.12163353,
10/03/2023 3:10,24.12163353,
10/03/2023 3:15,24.12163353,
10/03/2023 3:20,24.12163353,
10/03/2023 3:25,24.12163353,
