ds,y,y
09/03/2023 16:25,24.56757545,24.53154862
09/03/2023 16:30,24.56757545,24.52677024
09/03/2023 16:35,24.56757545,24.52135236
09/03/2023 16:40,24.56757545,24.5152972
09/03/2023 16:45,24.56757545,24.50861055
09/03/2023 16:50,24.56757545,24.50130181
09/03/2023 16:55,24.56757545,24.49338391
09/03/2023 17:00,24.56757545,24.48487333
09/03/2023 17:05,24.56757545,24.47578997
09/03/2023 17:10,24.56757545,24.46615712
09/03/2023 17:15,24.41855431,24.45600127
09/03/2023 17:20,24.41855431,24.44535203
09/03/2023 17:25,24.41855431,24.43424197
09/03/2023 17:30,24.41855431,24.42270637
09/03/2023 17:35,24.26969528,24.4107831
09/03/2023 17:40,24.26969528,24.39851235
09/03/2023 17:45,24.26969528,24.3859364
09/03/2023 17:50,24.26969528,24.37309938
09/03/2023 17:55,24.26969528,24.36002426
09/03/2023 18:00,24.26969528,24.3467808
09/03/2023 18:05,24.26969528,24.33341706
09/03/2023 18:10,24.26969528,24.31998181
09/03/2023 18:15,24.26969528,24.30652424
09/03/2023 18:20,24.11994171,24.29309371
09/03/2023 18:25,24.11994171,24.27973938
09/03/2023 18:30,24.11994171,24.26650996
09/03/2023 18:35,24.11994171,24.25345339
09/03/2023 18:40,24.11994171,24.24061655
09/03/2023 18:45,24.11994171,24.22804501
09/03/2023 18:50,24.11994171,24.21578271
09/03/2023 18:55,24.11994171,24.20387171
09/03/2023 19:00,24.11994171,24.19235199
09/03/2023 19:05,24.11994171,24.18126113
09/03/2023 19:10,24.11994171,24.17063417
09/03/2023 19:15,24.11994171,24.16050336
09/03/2023 19:20,24.11994171,24.15089802
09/03/2023 19:25,24.11994171,24.14184436
09/03/2023 19:30,24.11994171,24.13336532
09/03/2023 19:35,24.11994171,24.1254805
09/03/2023 19:40,24.11994171,24.11820606
09/03/2023 19:45,24.11994171,24.11155461
09/03/2023 19:50,24.11994171,24.10553521
09/03/2023 19:55,24.11994171,24.10015336
09/03/2023 20:00,24.11994171,24.09541093
09/03/2023 20:05,24.11994171,24.0913063
09/03/2023 20:10,24.11994171,24.08783432
09/03/2023 20:15,24.11994171,24.08498644
09/03/2023 20:20,24.11994171,24.08275077
09/03/2023 20:25,24.11994171,24.08111225
09/03/2023 20:30,24.11994171,24.08005275
